sentiment,text,user,,
neutral,RT @V_of_Europe: Hungary is the only state in Europe to have asked the people’s opinion on illegal migration - Foreign Minister https://t.c…,TurboLogic_UK,,
neutral,"RT @zeitonline: #Integrationsbarometer: Rund 60 Prozent der Befragten ohne Migrationshintergrund sind dafür, weiterhin #Flüchtlinge aufzune…",Mrsgugi,,
negative,RT @ZooMass: Hobart + police= mass migration to the townhouses https://t.co/5QV1Hx9sy2,aidanbaxter23,,
neutral,RT @IrexitFreedom: The bullying by the EU knows no borders. A country must have the right to control its own borders and migration policy.…,daly_june,,
neutral,"RT @Dieser_Schlecky: Und Horst Seehofer dachte, die Migration sei das größte Problem. https://t.co/WEQ8S6B0Hd",CheNazihunter,,
positive,RT @Michael_Heaver: Have joined @Conservatives who should seize the tremendous opportunity that is Brexit to deliver on the enormously popu…,Ramstoorie,,
neutral,"RT @USFWSRefuges: With fall bird migration and autumn’s brilliant colors just around the corner, now is high time to get to know us and the…",GeraldGober,,
positive,"RT @DrupalSquad: Drupal + #GitLab. Now migrating to a new tooling provider, and outlining the phases of that migration process to take plac…",dfishis1,,
positive,RT @V_of_Europe: Hungary is the only state in Europe to have asked the people’s opinion on illegal migration - Foreign Minister https://t.c…,jp78pl,,
positive,"RT @owenbarder: Does your country give aid with one hand, while pursuing policies that impoverish developing countries with the other?  Fin…",Fihi_maFihi,,
negative,"RT @euronews: \The judge has decided there will be no extradition and discarded all three charges.\"" \n \nValtonyc's lawyer @Simonbekaert says…""",evatrpe,,
negative,"RT @FraukePetry: Fast bekommt man den Eindruck, dass so mancher Kurz scheitern sehen möchte. Wenn Staaten wie Deutschland u.a. sich einer k…",hackenstad,,
neutral,"RT @euronews: GLOBAL CONVERSATION | The Greek Prime Minister @tsipras_eu speaks about austerity, debt, migration and much more in a wide-ra…",t_hetoni,A_Hildering,
positive,"RT @BBCPropaganda: This is bollocks. How many times do we need to correct your lies? OK, one more time. NHS staff are skilled workers and c…",jezrandall,,
positive,RT @PrisonPlanet: Luxembourg’s Jean Asselborn has a hissy fit while Salvini drops truth bombs about mass migration. https://t.co/y8SYDtlnSQ,CoitusInterupt2,,
positive,RT @ohboywhatashot: Results Italian government so far:\n\n- Almost complete stop of Libya-Italy migration route\n- Start of deportation of tho…,Russell96979864,,
positive,Happy with the optimization and migration of https://t.co/ciPcTUumwE to Azure.\n\nThe site served twice the number of… https://t.co/SF3pyfc2W8,marcmathijssen,,
positive,RT @Michael_Heaver: Have joined @Conservatives who should seize the tremendous opportunity that is Brexit to deliver on the enormously popu…,BelieveintheU,,
positive,RT @WELTnews: Große Mehrheit der Deutschen sieht Migration als Bereicherung https://t.co/PYVhTRerAH,LeibJakob,,
positive,"RT @euronews: \The judge has decided there will be no extradition and discarded all three charges.\"" \n \nValtonyc's lawyer @Simonbekaert says…""",solicitormurcia,,
neutral,RT @LeaveEUOfficial: Amazing! 😂 Luxembourg’s Jean Asselborn throws his toys out the pram as @MatteoSalvinimi hands EU leaders the truth on…,BHaigh1,,
neutral,"RT @webaxvita: Diese beiden Links, sind einmal der Migrationspakt der UN zur geordneten und regelmäßigen Migration in deutscher Fassung und…",alexarusss,,
positive,RT @PrisonPlanet: Luxembourg’s Jean Asselborn has a hissy fit while Salvini drops truth bombs about mass migration. https://t.co/y8SYDtlnSQ,AdamWoodford,,
neutral,RIP @MacMiller fr fr. You was the shit. Mac Miller: The Space Migration Sessions - Objects In The Mirror (with T...… https://t.co/r7PupZK3Wy,channdamus,,
positive,RT @Michael_Heaver: Have joined @Conservatives who should seize the tremendous opportunity that is Brexit to deliver on the enormously popu…,BrexitLalaland,,
negative,RT @PrisonPlanet: Luxembourg’s Jean Asselborn has a hissy fit while Salvini drops truth bombs about mass migration. https://t.co/y8SYDtlnSQ,JimKlunk,,
positive,RT @Michael_Heaver: Have joined @Conservatives who should seize the tremendous opportunity that is Brexit to deliver on the enormously popu…,markantro,,
positive,RT @V_of_Europe: Hungary is the only state in Europe to have asked the people’s opinion on illegal migration - Foreign Minister https://t.c…,ThomasRaue,,
positive,RT @FionaHyslop: Scotland has different needs to balance population and migration - these are the principles which the Scottish Government…,susan_bell1212,,
negative,RT @nigella_i5e: https://t.co/xltxScde1I,chiefstoker,,
neutral,RT @LeaveEUOfficial: Public trust in politicians on immigration is at an all-time low of just 13%.\n\nBrexit must ensure that Britain takes b…,ElizabethLorra6,,
neutral,RT @ohboywhatashot: Results Italian government so far:\n\n- Almost complete stop of Libya-Italy migration route\n- Start of deportation of tho…,pitpony5695,,
neutral,@Jamken22 Who do they take their orders from? https://t.co/JF2YvRoxnV,PaulYamahaR6,,
positive,RT @SVR_Migration: #Integrationsbarometer 2018: Menschen mit wie ohne Migrationshintergrund bewerten das Zusammenleben in der Einwanderungs…,MeistensNett,,
neutral,RT @Michael_Heaver: Have joined @Conservatives who should seize the tremendous opportunity that is Brexit to deliver on the enormously popu…,BHaigh1,,
neutral,RT @LeaveEUOfficial: Amazing! 😂 Luxembourg’s Jean Asselborn throws his toys out the pram as @MatteoSalvinimi hands EU leaders the truth on…,3112Mel,,
positive,"Eigentlich könnte @hartaberfair mal wieder ein #AfD Thema aufgreifen, oder? Wie wäre es mal mit etwas über… https://t.co/ZUGx9YI2kS",MartenTjaden,,
positive,"RT @DavidSuzukiFDN: Need some good news? \A migration of epic proportions\"" took place last week along the Great Lakes. Monarch butterflies…""",HaltonGardens,,
neutral,@tagesschau Einen Wechsel....ja hin zu mehr Migration!🤣😎\n#Staatsmedien #Staatsfunk,Valkyrie_DE,,
positive,"RT @ClemiParis: Suite à de nombreuses demandes d'enseignants de l'@Academie_Paris, le @ClemiParis publie sur son site des ressources sur le…",tinebib,,
neutral,RT @trueamerica1st: https://t.co/WpU55qPv49,philadper2014,,
neutral,"RT @tvlofficiel: 🎥 Conférence sur la #sécurité et la #migration : un ministre du #Luxembourg 🇱🇺 s'énerve après @matteosalvinimi 🇮🇹, qui res…",G12Mamou,,
neutral,RT @CllrBSilvester: Hungary is the only state in EU to have asked the people’s opinion on Hungary being forced by the EU to take migrants i…,s_watts100,,
neutral,RT @Michael_Heaver: Have joined @Conservatives who should seize the tremendous opportunity that is Brexit to deliver on the enormously popu…,MartinHumbersto,,
negative,RT @Michael_Heaver: Have joined @Conservatives who should seize the tremendous opportunity that is Brexit to deliver on the enormously popu…,TheRightStuff13,,
positive,RT @DailySource: EU obsessed with cutting migration ‘regardless of human cost’. (YouTube) Video: https://t.co/Iskh6wc1hg,warningshout,,
positive,RT @FILFUNGI: ‘I’m not anti-EU I’m anti THIS EU!’ French MP slams EU handling of Europe migration crisis\nA FRENCH MP lashed out at Brussels…,richardbarnard6,,
negative,RT @helllud123: Die deutsche Bevölkerung wird durch dummdreiste Lügenumfragen geradezu verhöhnt!\n\nhttps://t.co/fAIQb186ii,HaraldF9,,
neutral,Studie: Deutsche zufrieden mit Migration https://t.co/FZpoUAMkOM,dirkschaefer6,,
neutral,"RT @afdkinzigtal: Johannes Normann: Wahnsinn, wie uns \unsere\"" Medien uns für Dumm verkaufen \n\n\""Für die repräsentative SVR-Erhebung wurden…""",karenkarl1,,
neutral,"German Chancellor Angela Merkel visits Algeria to discuss migration, terror https://t.co/gi0zBsWx2r",todayng,,
neutral,RT @davidcying: I don't think it would be hard to get significant swaths of the left and the right to unironically support Chinese-style in…,ScottLucas86,,
neutral,RT @sebastiankurz: Un grand merci à @EmmanuelMacron pour son accueil à Paris aujourd‘hui. Nous avons parlé  des thématiques à l’ordre du jo…,JDCardenaDenis,,
positive,RT @PrisonPlanet: Luxembourg’s Jean Asselborn has a hissy fit while Salvini drops truth bombs about mass migration. https://t.co/y8SYDtlnSQ,Wontconform11,,
positive,RT @Jali_Cat: 🌎Hungary is the only state in Europe who asked the people’s opinion on illegal migration🌎\n\nThey also banned George Soros. Sma…,darhar981,,
positive,"RT @Ruptly: 'We must avoid a hard #Brexit' - #Macron talks Brexit, migration with #Kurz in #Paris https://t.co/mCBQ1Txjjk",porridgeisgood,,
negative,"RT @CharleyMillerCM: Watching migration in action @spurnbirdobs 2,000+ meadow pipits, 450 house martins and 560 swallows so far today! #vis…",CliveMcKay1,,
negative,"https://t.co/Imag1hE8Qy, #vacationmode, #travelmode, #Adventure, #african, #sundown, #Destinations, #safaris,… https://t.co/3dZPUUtMYy",hdestinations,,
positive,RT @welt: Migration: Briten fürchten um ihre Kultur https://t.co/mV53xDjXGJ https://t.co/WvebXhuflO,FrNachrichten,,
neutral,"RT @euronews: \The judge has decided there will be no extradition and discarded all three charges.\"" \n \nValtonyc's lawyer @Simonbekaert says…""",ccristin,,
neutral,RT @StatewatchEU: EU: Security and migration proposals dominate Juncker's 'State of the Union' announcements - full documentation on all th…,GalissardMarion,,
neutral,RT @BenMacpherson: 👇An ICM poll has shown that 64% (nearly 2/3s) of Scots back immigration devolution for Scotland.👍 This supports proposal…,aye_again,,
positive,الهجرة ومكافحة الإرهاب على سلّم أولويات زيارة #ميركل إلى #الجزائر\n#ألمانيا #هجرة_غير_شرعية  #إرهاب \nللمزيد… https://t.co/H5RKjR2NT2,euronewsar,,
positive,RT @ThomasEvansGB: So to clarify.\n\nPopulation of the United Kingdom has never been so high (67 million).\n\nYet we still don't have enough nu…,firstyorks2017,,
neutral,Heute schon gelacht? Große Mehrheit der Deutschen sieht Migration positiv https://t.co/oAsPGzi4dq,dirkschaefer6,,
positive,RT @LeaveEUOfficial: WATCH | @Michael_Heaver: \When people feel like mass migration has got out of hand," that's because it has! We cannot h…""",,
neutral,"RT @AmandeepBhogal: My family were one of many who faced Idi Amin's brutal dictatorship.\n\nIt was a *Conservative* Gov which welcomed 28,000…",Burton1957,,
neutral,"End of EU migration will be 'TOOL IN THE BOX' for post-Brexit UK trade, says Liam Fox https://t.co/ZcZxFvHv7t",LighteningBolt9,,
negative,"RT @euronews: \The judge has decided there will be no extradition and discarded all three charges.\"" \n \nValtonyc's lawyer @Simonbekaert says…""",BatFiord,,
neutral,RT @celiaricoperez: Are you working on languages &amp; migration? Consider submitting your contribution to… https://t.co/SNey77QouC,Lg_on_the_Move,,
neutral,RT @crystalhanak: I get to read with @citizenofspace &amp; @vanessa_hua THIS THURSDAY 9/20 at @aaww 💫  We're going to chat about this bountiful…,Kfauss,,
neutral,RT @BrookingsGlobal: New research uses worldwide data to focus on a little known story: what happens to the families of migrants who are le…,jordosh,,
neutral,RT @LeaveEUOfficial: Amazing! 😂 Luxembourg’s Jean Asselborn throws his toys out the pram as @MatteoSalvinimi hands EU leaders the truth on…,cheisleworth,,
negative,RT @PrisonPlanet: Luxembourg’s Jean Asselborn has a hissy fit while Salvini drops truth bombs about mass migration. https://t.co/y8SYDtlnSQ,moneytrails,,
positive,RT @FionaHyslop: Support for Scottish Government's position. We need powers for Scottish policy to suit our population and migration needs.…,alphonso1234x,,
positive,RT @LeaveEUOfficial: Public trust in politicians on immigration is at an all-time low of just 13%.\n\nBrexit must ensure that Britain takes b…,Blackburnjack,,
neutral,RT @LeaveEUOfficial: Amazing! 😂 Luxembourg’s Jean Asselborn throws his toys out the pram as @MatteoSalvinimi hands EU leaders the truth on…,svallerine,,
neutral,"RT @aufklaerer2017: Die @welt und die @tagesschau Berichten voller Stolz \Mehrheit der DEUTSCHEN sieht Migration als Bereicherung\"" \nBefragt…""",Riesenbohne,,
positive,"It’s a bit beyond the scope of this thread, but I’ll say two quick things in response. First, to my mind nearly all… https://t.co/M3N74aoJTA",AmericanStudier,ESpeakman8,
neutral,RT @Jali_Cat: 🌎Hungary is the only state in Europe who asked the people’s opinion on illegal migration🌎\n\nThey also banned George Soros. Sma…,blissparsons1,,
positive,Point of information for followers interested in Brexit. The impact on the EU through migration of wars and instabi… https://t.co/6mDUrs7MwU,APHClarkson,,
negative,RT @Jali_Cat: 🌎Hungary is the only state in Europe who asked the people’s opinion on illegal migration🌎\n\nThey also banned George Soros. Sma…,cleoworks1,,
positive,"RT @MutterRenate: Liebe Welt, soll das den Michel beruhigen? \nDass Türken pro muslimische Masseneinwanderung sind, und Lehrerinnen mit Kopf…",BGKSR,,
negative,"RT @AdunBanks: mass migration cos #NigeriaIsNotGrowing\npoverty cos \nunemployment cos \nincrease in standard of living\nschool fees, no govern…",dukene201,,
neutral,"RT @puffin1952: Heaver: Brits have had enough of mass migration, let's take back control https://t.co/8XHvZUIRGF",t5monkey,,
neutral,RT @V_of_Europe: Hungary is the only state in Europe to have asked the people’s opinion on illegal migration - Foreign Minister https://t.c…,Avalon262,,
neutral,"RT @audubonsociety: Watch how this new tool predicts migration patterns throughout the year, potentially saving thousands of birds from dea…",CraveCute,,
negative,"RT @AdamGrossTX: [#SCCM/#ConfigMgr Pro Tip] If you are using WMI to delete devices, be sure to check for and delete any State Migration ent…",systemcentersyn,,
positive,RT @V_of_Europe: Hungary is the only state in Europe to have asked the people’s opinion on illegal migration - Foreign Minister https://t.c…,AndreasKM4,,
positive,RT @Jali_Cat: 🌎Hungary is the only state in Europe who asked the people’s opinion on illegal migration🌎\n\nThey also banned George Soros. Sma…,adjunctprofessr,,
negative,"RT @thenancan: @CarnivoresCreed Turning anything, even eating, into a religion reliably will make the violence kick in.",SweetJimmyLee,,
negative,"@liarpoliticians ...because this one religion gets arsy at the drop of a hat, will run amok, and some of its adhere… https://t.co/nO4YYIfbxH",R_Poo_B_Poo,,
neutral,@DGeldenhuys @LyndaAtchison @Trinityleigh65 @OzraeliAvi Hey mini yes it's a beautiful religion ❤️❤️❤️,rubycooper007,,
neutral,"RT @GreatestQuotes: We can live without religion and meditation, but we cannot survive without human affection. - Dalai Lama",Cj_chintan,,
positive,RT @agirgisss: ‘Female circumcision’ is a misleading term for mutilation. Theres no health benefits and numerous health consequences. It is…,simplysaimz,,
positive,RT @Vidyut: God is a hoax.\n\nReligion is a scam\n\nReligious cults are cartels.\n\nWomen believing in religion is Stockholm Syndrome.\n\nPeriyar i…,aadharscam,,
neutral,"RT @reelistreview: #DISOBEDIENCE is a movie to watch during #PrideMonth In the heart of bustling modern-day London, isolation exists &amp; its…",reelistreview,,
neutral,"Today the new book from our Fellow Dr Sriya Iyer is published in the US! 'The Economics of Religion in India', publ… https://t.co/9ELJx2ky1R",Catz_Cambridge,,
positive,"RT @DrJulesGomes: @JustinWelby cuddles up to the trade unions exposing himself as a Full Monty socialist. My column for @RepStandard \The r…""",DrJulesGomes,,
positive,"@MarkPocan @DonaldJTrumpJr @DailyCaller He is no Muslim Sir.! I have no idea why his group uses the name \Islam\"" in… https://t.co/Okj9M4tsZ9""",Alkofide,,
positive,"Soooo my religion exam was wayyy too easy 🤨 .... feel like there’s a catch, now I’m going to be anxious all week 😓",ashcakesss12,,
neutral,RT @WolffWaldo: Muy interesante cuando aparecen pruebas concretas de un delito y la gente se pregunta si lo crees.\nNo es una religión.,spockguilera,,
positive,"@GuillermoBGR No sera que \su religión\"" les prohíbe mostrar respeto a los símbolos patrios.. Acciones cívicas.. Eve… https://t.co/bQTvAMykNt""",tengounladoB,,
neutral,"RT @lunalegna: BBC News Mundo - \No hay que buscar en la ciencia la capacidad de negar la religión\"": Antonio Lazcano"," el biólogo evolutivo…""",,
neutral,My religion professor was taking attendance and dead just said \Wow this is just like Sundays, don't come to mass,,
neutral,RT @WhitfordBradley: My mom wrote this. She hated organized religion -“a bunch of men in funny clothes pretending they know the will of God…,Alelazoo,,
negative,RT @ronaldvalpo: Islandia prohíbe que se enseñe religión a menores de 21 años https://t.co/fEHyZQGncr,cegonzalezspace,,
negative,RT @ETi_Alien: @Nasty_CSA @Ayanda_T @TeddyMaxx031 @Rowlene_SA @1audiomarc My future #Mentors🙌 👁️V🌞my RELIGION🙏 https://t.co/qZYQMoCv74,Lemisa13,,
neutral,報ステで安倍の表情を観ていたら、なぜか聴きたくなった\n\nR.E.M. - Losing My Religion (Official Music Video) https://t.co/rnEXNtJAi1 @YouTubeさんから,sowhatdosickie,,
negative,"RT @BilgerPhilippe: Une église faute de fidèles est transformée à #Hambourg en mosquée, un minaret remplacera le clocher @BVoltaire Ce n’es…",xarratt,,
neutral,Politics is not like religion where you must remain and die inside a chosen political party. Tinubu acted courageou… https://t.co/OmxE4LRWG7,Adxpillar,,
neutral,@SmokingSkills_ @rishibagree I doubt anyone knows what is the actual religion of any so called gandhis?,harshadrpatil,,
neutral,"RT @DGeldenhuys: @rubycooper007 @LyndaAtchison @Trinityleigh65 @OzraeliAvi Thank you Ruby,I have learned something today. Sounds like a tru…",rubycooper007,,
neutral,"@viryavaan Problem is with us Hindus, for everything we look for validation from Goras...i see this every day for m… https://t.co/020tyGVQlJ",BharatPronam,,
neutral,"I abandoned religion over 20 years ago so I may be a bit rusty, but I don't think jesus wandered the streets waving… https://t.co/XIET9AyS2u",hockeychelsia,,
neutral,It's #ConstitutionDay! I'm grateful that our wise but imperfect Founders decided there would be no religious tests… https://t.co/MKmmoPkpIl,AmandaTylerBJC,,
neutral,RT @DrAMSinghvi: Shahrukh Khan celebrating Ganpati is reflective of true Indianness. Anyone asking him not to do so on Social Media that to…,vjviraj96,davidnosoy,
positive,"🔹 La historia del Codex Gigas, el misterioso libro \escrito por el diablo\"" #Religión https://t.co/cjIP7tzMxg""",EfectoCognitivo,"… https://t.co/fCPUPJLhQy""",
positive,RT @espinozacuellar: Una mafia que se disfraza de religión debe ser de lo más peligroso de nuestra sociedad. Me refiero a los que se colude…,profelopezp,,
neutral,"RT @ana_cosmica: La mejor forma q tiene Jimmy de salirse con la suya es dividir al pueblo: con ideologías políticas o religión, con temas c…",gabriel_vides,,
neutral,"RT @DrBrianWeiss: Spirituality is about being true to your soul. Are you a kind person, getting joy from your existence, causing no harm, a…",gregbena,,
neutral,"Hindu Mythology: Classical Dictionary of Hindu Mythology, History and Religion, Geography, History and Literature… https://t.co/EYPpUvHADa",BoekenWebsiteNL,,
positive,RT @savukku: TTV Dinakaran :  H.Raja is a lunatic. Hindus always respect all religions. They never abuse other religions. Hinduism is a nat…,DravidaThalaiva,,
neutral,RT @Kirstenjoyweiss: The shooting sports are gender neutral. \n\nI can compete equally next to a man &amp; we both have an equal chance to win😄…,Steve_B1810,,
negative,"The Minister for Justice and Attorney General, @BusingyeJohns , has called on clerics to stick to values that promo… https://t.co/4vdFrNemOQ",mukamana25,,
positive,"@DVATW @DavidJoBrexit History is full of violence, I suggest the EU and for that matter the USA start eradicating t… https://t.co/z9ejD0bYd9",TimTannehill,,
positive,@CllrBunting That’s the same freedom of religion you use to close down half the city for the pope and to make sure… https://t.co/T3CzpuUesn,melissa_paur,,
positive,"RT @GreatestQuotes: We can live without religion and meditation, but we cannot survive without human affection. - Dalai Lama",MadsnTweet,,
positive,RT @WhitfordBradley: My mom wrote this. She hated organized religion -“a bunch of men in funny clothes pretending they know the will of God…,joealter1,,
positive,"RT @BoisTWB: football teaches us how to love , passion n togetherness even though it is different religion , race n culture. https://t.co/4…",Prasety42637319,,
negative,"Progressive Democrats\nRomans 1:30 slanderers, God-haters, insolent, arrogant and boastful; they invent ways of doin… https://t.co/ljaIFkSbNs",DominicSola,,
positive,RT @liarpoliticians: Why is UK's racist police appeasing one religion? https://t.co/FnrGgDWrH9,youngkippers,,
neutral,"@troublewithecon @Noahpinion And it's just a lovely depiction of the place where history, legend, myth, religion, a… https://t.co/nK5lRCWnak",asymptosis,,
neutral,@mammolitiward7 Religion has nothing to do with politics. You’re out of your bloody mind.,GGallant64,,
positive,@realBrianReid @stephenharper @DavidDreierUSA Do you seriously not understand how establishing Christianity as the… https://t.co/naTFV04V3q,AustinS16539011,,
negative,"@VenezuelaAnons Pero eso es otra cosa. \nHacer una cosa, no entorpece la otra.\nFormar personas en conocimiento críti… https://t.co/mpwxfmtliu",TheNeoSpartan,,
positive,"RT @emmaogreen: I've been working on this piece about one of the most popular female Bible teachers in America, Beth Moore, for a long time…",davidbergee,,
neutral,RT @MicheBangtan: I always want media to focus on #BTS but I understand why they write about ARMYs. Especially now. There was every type of…,agustdtbx,,
positive,"RT @OSCboston: Yesterday @NancyatOldSouth sat down with J. Bryan Hehir, the Parker Gilbert Montgomery Professor of the Practice of Religion…",HarvardDivinity,,
neutral,🔥🎙️Love is Love is false🔥pt2 #ChristianCoffeeTime #faith #christian #bible #jesus #religion #beliefs #spiritual #god https://t.co/6gJtLkytlv,specieshumanoid,,
negative,"RT @DrBrianWeiss: Spirituality is about being true to your soul. Are you a kind person, getting joy from your existence, causing no harm, a…",rjgarzaleal,,
positive,RT @Tharoorian_INC: \Hinduism is a religion and Hindutva a political project.  Savarkar, who invented the term Hindutva,,
positive,RT @nizmycuba: “They don't subscribe to our sense of morality; they don't believe in an afterlife; they don't believe in a God or religion.…,fedupcitizen16,,
neutral,"@liarpoliticians Because it will, eventually, be our main , if not only, religion ?",Reprobate24,,
neutral,RT @altrightar: El liberalismo es una religión más. https://t.co/erzmVmHfeD,olitasdmar,,
positive,@thundermeadows @bruixxxa hmmmmmmmmmmm\n\nmi religión me lo prohíbe? (??,cumefoo,,
neutral,@hamskat Majority of the Hindus suffer from Prithviraj syndrome.\nThey never learn.\nMost dangerous elites do almost… https://t.co/0k9v3Y712y,Sneakypete786,,
neutral,RT @Sr_Dios: Os hice a mi imagen y semejanza así que si eres feo búscate otra religión que no eres hijo mío.,JesusCasintra,,
negative,RT @AlienGirlUltra: I’d RATHER BE AN HONEST SINNER THAN A LYING HYPOCRITE.  Fuck Organized Religion and your CLOSED MINDEDNESS. https://t.c…,AlienGirlUltra,,
neutral,@Polydamas @Fournevay @HapsatouSy Quoi ? Je te dis que la meilleure façon de se prémunir d'une religion c'est de n'… https://t.co/MISlU9FYVz,MatFR31,,
positive,Estar en la pendeja y fingir que estoy trabajando en cuanto escucho que alguien viene es mi religión,soymayv,,
neutral,"@BettyBowers And liberals attend to forget that all men are created equal, that they are endowed by their Creator w… https://t.co/hUM2GIctQX",BobPolockRoss,,
neutral,"RT @JM_Scindia: 125 yrs later, #SwamiVivekanand's words ring truer than ever: “If anybody dreams of the exclusive survival of his own relig…",BTETARWAL,,
neutral,@albertaukii #Religion. Am trying to find a place in the Bible when and where the Pharisees and Sadducees rebuked the Governors or Caesar.,witsdan,,
positive,@misiameiftowers ¿el Ex-MinSalud? Es que no oigo la W. Mi religión no me lo permite,ferdiaze," specifically wrote…""",
neutral,"@BolzAndrea Da ist natürlich die Frage, führen Sie kriege wegen unterschiedlichen Ansichten der Religion oder wegen… https://t.co/peKpKZNGqK",P_Kirsche,,
neutral,RT @RealJamesWoods: These are the Americans who built our great nation. They are the ones derided by the coastal “elites” as “flyover count…,cmoore91255,,
neutral,"RT @BilgerPhilippe: Une église faute de fidèles est transformée à #Hambourg en mosquée, un minaret remplacera le clocher @BVoltaire Ce n’es…",pirate1759,,
positive,RT @ClubEditorial: 🔻 La polémica lista que incluye a la Biblia entre los 20 libros que no debes leer #Religión https://t.co/KvovpR8Gow,Rey7Luis,,
neutral,"Y lo peor del caso es que todos, incluyendo a los más \religiosos\"""," dependen de la ciencia y de la tecnología.  Se… https://t.co/KN80BdXPey""",,
neutral,RT @Sr_Dios: Os hice a mi imagen y semejanza así que si eres feo búscate otra religión que no eres hijo mío.,compromtido22,,
neutral,RT @WhitfordBradley: My mom wrote this. She hated organized religion -“a bunch of men in funny clothes pretending they know the will of God…,inmazer67,,
neutral,@FoxFyreKit @treasonstickers Islam is a Abrahamic religion,Corey1911,,
negative,"Overtrædelser af deres nye religion blev ligeså misfortolket bedømt af dem, som den de var modstander af.",LoveSoBob,,
neutral,RT @manny_ottawa: 2/ Those who have sinned the most are those who loudly profess their ardent love of their religion:\n\n1. I’ve seen it with…,RickHi2315,,
neutral,@rickygervais If you believe in religion you then believe in the devil.\n\nTry just basing our life on fact not ficti… https://t.co/shWBKAGHbJ,eyeballtall19,,
positive,RT @nadiamtp: @JGrangan Oùi de religion catholique ... ce sont des européens certes mais ils n’ont jamais fait chier personne pourtant à l’…,JGrangan,,
neutral,"Riot Fest wrapped up on Sunday with Bad Religion, Suicidal Tendencies, and Fear performing classic albums in full,… https://t.co/e2v9oQejhR",brooklynvegan,,
neutral,"RT @mftremblay: Un groupe catholique ultra-conservateur pourrait occuper l'église Saint-Jérôme de Matane, qui est menacée de fermeture. htt…",PascalBerube,,
negative,Crack for the mind and soul.\nReligion.\n\nMadd Mann,blaqkwan,,
neutral,"RT @drebandzzzz: religion is weird to me, like i believe there is a higher being of some sort but i also agree and disagree w/ the views of…",yagurlmela,,
neutral,🔻 Por qué el tiempo de vida de los creyentes es mayor que el de los ateos #Religión https://t.co/4pTl7Flh0r,NotaVeraz,,
negative,@iamrajesh_sct Ji intha issue la avan pesurathu correct....if anything​happens for other religion ellarum on senthu… https://t.co/nlSX54A16t,Aravinthpotrays,lopezbetanzos,
neutral,@JaceCledera go on\ncos religion is what??? shit,ginerickk,,
negative,RT @ClubEditorial: 🔻 La polémica lista que incluye a la Biblia entre los 20 libros que no debes leer #Religión https://t.co/KvovpR8Gow,Luisportoles,,
negative,They want you DIVIDED.\n\nDIVIDED by RACE.\n\nDIVIDED by RELIGION.\n\nDIVIDED by CULTURE.\n\nDIVIDED by CLASS.\n\nDIVIDED by… https://t.co/779CG8h5Bd,GoldenQFairie,,
neutral,"RT @Piureman: Mejor que pedir disculpas, Ud. y su padre no deberían andar escoltados por gánsteres. Es insólito ver las imágenes en que sus…",marita_stappung,,
neutral,@TrumpSniffsCoke @HiCaliberLilGal @ChuckUmeboshi @THETXEMBASSY @BPPope @lacerci65 @finy06 @xwordmark @EvonS777… https://t.co/ZJCOqc76k4,cmccaff100692,,
neutral,See how the United Nations have been using @Auodesk technology to build a safer refugee camp in Bangladesh that cat… https://t.co/DQdEncT3B4,cadspec,,
neutral,"@LucyMPowell @Florenceofarabi But if you aren't pro Israel your antisemetic,  nothing but nothing antisemetic in cr… https://t.co/6L57YNlcv5",Stephen10883289,,
neutral,"La espiritualidad es lo opuesto a la religión. La religión, implicando que el hombre es divino y que la mujer es su… https://t.co/ClAEHcxu5P",sanarvida,,
neutral,"Hiring Managers Cannot Suppress Their Biases in Job Interviews, Study Finds https://t.co/Avps3Rel4l #talent",joegerstandt,,
neutral,President and Special Security Liaison Ann Diener Gold and Money Back. Freedom of religion. https://t.co/7eZDV5wjHp,a_diener,,
neutral,it makes me sad that woman hate each other for everything\n\ncolor\nreligion\nstatus\nsize\nbeauty\nparenting\nkids\nmen\nmon… https://t.co/DKueaMhOQM,_mindful_mama_,,
positive,Be suspicious of anyone who brings religion to politics. https://t.co/N2CuvZvuZ6,DBattistella,,
negative,@aiyer_meera @RavinarIN @goyalsanjeev https://t.co/lofMCc8vda .Bishop uses sophisticated English which in short mea… https://t.co/AFJCQEbfxi,pradip1951,,
neutral,RT @JHeubusch: President Reagan didn't wear religion on his sleeve but his faith ran deep. A lost letter discovered 36 years later confirms…,Tenn_Guy,,
positive,RT @ReligionDigit: #inmatriculaciones La @AndaluciaJunta de Andalucía cree que la @MezquitaCatdral -Catedral de Córdoba debe ser un edifici…,MezquitaCatdral,,
neutral,"@THEHermanCain There are certain \flavors\"" of Methodism that are no longer a Christian religion.""",kingdavidatx,,
neutral,RT @DannyinTO: @mammolitiward7 Highly offensive! Religion has no place in politics! Religion is a deeply personal choice and should not be…,alliebonthego,,
positive,RT @EFFSouthAfrica: [Watch]: CIC Julius Malema in parliament today also raised an issue of women empowerment and government not having a co…,maneli_anele,,
positive,RT @albd1971: #Women empowerment and development under HPM #SheikhHasina - #Bangladesh the second most gender equal country in #Asia accord…,SkCornel,,
neutral,@_xziya @hana_shafqat Nee senjadhu enna degree women empowerment degree ah ?,R_A_Z_Y_,,
positive,Women empowerment yo.. is so incredible when the love and support is genuine,_AshKetchum___,,
neutral,RT @KoblerinPAK: honour to attend the inaugural speech of President @ArifAlvi to parliament. impressed by what he said about women empowerm…,Sakina64988031,,
